#Distancia emision (mm) 	 Distancia captura desde emision 	 Distancia captura en detector (mm)
2.3722372	8.7968797	11.1691169
3.1323132	8.9728973	12.1052105
0.8960896	10.1570157	11.0531053
1.1121112	2.4002400	3.5123512
1.1521152	10.3930393	11.5451545
0.2520252	0.4480448	0.7000700
4.4724472	7.6087609	12.0812081
3.8043804	6.7206721	10.5250525
3.3563356	0.4840484	3.8403840
4.2044204	6.5166517	10.7210721
1.0241024	3.4003400	4.4244424
3.5643564	7.1367137	10.7010701
2.4882488	9.0409041	11.5291529
3.7283728	7.6247625	11.3531353
1.8361836	9.9849985	11.8211821
3.0483048	7.8647865	10.9130913
0.8120812	12.0412041	12.8532853
4.3924392	6.4886489	10.8810881
2.4682468	8.0368037	10.5050505
0.6920692	4.1244124	4.8164816
4.7524752	6.0046005	10.7570757
3.4203420	0.4880488	3.9083908
2.8002800	8.6728673	11.4731473
1.2721272	3.5523552	4.8244824
2.4082408	2.0562056	4.4644464
4.0884088	7.4127413	11.5011501
4.0284028	7.0087009	11.0371037
3.7403740	7.1887189	10.9290929
2.0762076	9.6849685	11.7611761
2.6282628	8.1968197	10.8250825
0.4880488	10.2690269	10.7570757
0.5200520	10.9330933	11.4531453
3.8723872	6.6566657	10.5290529
1.2161216	0.2680268	1.4841484
0.6960696	10.6210621	11.3171317
3.5283528	7.7847785	11.3131313
0.3400340	12.2572257	12.5972597
0.9120912	10.0490049	10.9610961
4.4204420	6.4726473	10.8930893
4.5204520	6.3086309	10.8290829
1.7721772	1.0401040	2.8122812
2.3122312	8.5768577	10.8890889
0.2440244	10.9090909	11.1531153
1.8041804	8.9808981	10.7850785
1.9041904	2.3802380	4.2844284
0.9280928	9.7129713	10.6410641
3.3963396	7.7967797	11.1931193
2.1322132	8.8888889	11.0211021
4.0164016	6.5926593	10.6090609
2.1082108	8.4608461	10.5690569
2.3722372	1.9601960	4.3324332
0.1600160	10.6090609	10.7690769
2.3522352	9.6889689	12.0412041
2.0482048	9.2209221	11.2691269
4.8444844	5.7285729	10.5730573
3.3283328	7.2007201	10.5290529
0.5880588	10.0970097	10.6850685
2.3642364	1.1321132	3.4963496
4.9404940	5.8885889	10.8290829
1.7001700	8.8208821	10.5210521
0.4960496	10.1410141	10.6370637
4.3884388	3.7803780	8.1688169
4.3004300	6.3766377	10.6770677
4.3804380	6.3326333	10.7130713
3.2403240	7.5567557	10.7970797
3.8963896	6.6086609	10.5050505
3.3083308	7.2807281	10.5890589
3.8723872	6.9846985	10.8570857
1.1681168	10.5170517	11.6851685
3.1163116	7.5167517	10.6330633
4.6124612	6.6286629	11.2411241
3.0603060	5.1725173	8.2328233
1.7441744	0.1560156	1.9001900
1.2881288	9.9889989	11.2771277
4.2364236	6.7726773	11.0091009
3.0043004	7.5007501	10.5050505
1.5681568	9.5809581	11.1491149
0.0800080	0.7880788	0.8680868
1.1081108	9.3969397	10.5050505
2.3122312	8.7408741	11.0531053
3.3363336	0.9120912	4.2484248
1.2361236	10.1450145	11.3811381
1.4681468	6.5046505	7.9727973
2.5842584	8.6048605	11.1891189
1.5641564	2.5802580	4.1444144
1.2121212	9.4689469	10.6810681
1.6041604	9.1649165	10.7690769
1.7241724	9.4529453	11.1771177
2.4842484	8.1608161	10.6450645
1.3081308	9.7689769	11.0771077
0.3640364	10.3970397	10.7610761
4.3684368	8.0688069	12.4372437
1.2201220	9.4849485	10.7050705
1.0561056	10.3650365	11.4211421
3.0003000	5.2005201	8.2008201
3.6083608	7.4207421	11.0291029
1.9841984	8.9928993	10.9770977
4.4564456	6.4806481	10.9370937
1.3121312	10.2210221	11.5331533
3.6523652	7.1487149	10.8010801
3.7403740	7.0447045	10.7850785
0.5400540	10.0130013	10.5530553
1.1361136	9.7969797	10.9330933
0.3840384	7.5207521	7.9047905
1.2681268	9.3449345	10.6130613
1.8361836	8.8288829	10.6650665
1.4041404	9.2129213	10.6170617
2.7442744	10.1730173	12.9172917
1.8281828	9.5489549	11.3771377
0.9480948	9.7649765	10.7130713
2.6122612	7.9047905	10.5170517
2.5122512	8.3768377	10.8890889
1.7761776	9.1769177	10.9530953
2.2882288	13.5973597	15.8855886
4.7324732	6.1566157	10.8890889
1.1161116	9.6409641	10.7570757
3.3923392	8.8488849	12.2412241
1.6321632	9.1489149	10.7810781
3.5763576	7.8647865	11.4411441
2.3722372	8.2208221	10.5930593
4.3764376	6.3166317	10.6930693
0.2480248	10.5130513	10.7610761
2.9602960	7.5647565	10.5250525
0.0680068	10.4690469	10.5370537
4.5924592	6.0966097	10.6890689
1.6041604	0.5960596	2.2002200
4.4284428	0.2240224	4.6524652
2.6082608	10.7490749	13.3573357
4.8844884	5.6965697	10.5810581
0.7160716	10.4730473	11.1891189
2.8602860	8.5928593	11.4531453
0.4360436	3.6443644	4.0804080
1.0201020	9.5249525	10.5450545
0.7800780	0.6960696	1.4761476
4.1644164	6.3526353	10.5170517
2.6842684	0.9400940	3.6243624
2.2962296	0.4600460	2.7562756
3.4843484	7.0287029	10.5130513
0.4320432	10.0970097	10.5290529
1.4681468	10.0210021	11.4891489
2.2722272	0.0160016	2.2882288
3.9563956	7.3847385	11.3411341
2.7482748	8.5048505	11.2531253
2.2842284	8.2368237	10.5210521
0.5720572	0.7320732	1.3041304
2.4722472	9.4369437	11.9091909
0.7360736	10.0530053	10.7890789
1.9841984	8.8928893	10.8770877
1.6601660	8.9208921	10.5810581
0.4360436	0.8360836	1.2721272
1.2881288	9.5969597	10.8850885
0.7680768	0.2080208	0.9760976
0.7720772	10.4130413	11.1851185
2.2362236	8.7608761	10.9970997
4.1644164	6.8646865	11.0291029
3.2083208	7.8407841	11.0491049
2.5002500	8.2008201	10.7010701
1.7521752	8.8928893	10.6450645
1.9041904	8.6808681	10.5850585
0.7040704	10.0010001	10.7050705
1.1801180	10.1770177	11.3571357
4.8884888	6.0166017	10.9050905
3.3403340	7.7687769	11.1091109
2.1562156	8.3528353	10.5090509
4.0484048	7.3327333	11.3811381
2.3602360	0.6000600	2.9602960
2.0962096	8.4928493	10.5890589
4.9524952	5.5965597	10.5490549
1.7121712	8.9968997	10.7090709
4.1044104	7.6807681	11.7851785
1.9161916	8.6008601	10.5170517
1.9121912	9.0929093	11.0051005
2.1002100	8.5008501	10.6010601
1.0441044	11.0171017	12.0612061
2.8042804	8.0688069	10.8730873
0.3720372	10.3570357	10.7290729
0.6640664	10.3810381	11.0451045
0.1320132	11.9291929	12.0612061
4.1044104	7.0047005	11.1091109
1.1801180	2.9202920	4.1004100
3.5243524	6.9966997	10.5210521
1.9841984	8.6088609	10.5930593
0.7680768	9.8969897	10.6650665
3.2763276	7.7647765	11.0411041
1.6761676	8.9248925	10.6010601
2.4202420	8.4528453	10.8730873
1.1601160	9.5289529	10.6890689
0.0320032	1.6881688	1.7201720
3.1563156	7.9447945	11.1011101
3.5923592	1.4081408	5.0005001
4.4684468	6.0966097	10.5650565
1.4961496	9.4129413	10.9090909
1.8281828	9.0369037	10.8650865
1.0161016	6.9526953	7.9687969
0.0680068	3.9963996	4.0644064
4.8764876	5.8525853	10.7290729
2.7962796	8.0288029	10.8250825
3.3643364	7.6087609	10.9730973
3.7323732	6.8886889	10.6210621
0.9520952	6.8966897	7.8487849
3.9363936	6.7126713	10.6490649
3.0203020	11.0851085	14.1054105
1.5801580	6.5486549	8.1288129
3.2083208	4.9844984	8.1928193
3.7563756	6.7486749	10.5050505
2.3042304	5.9125913	8.2168217
4.4444444	6.0726073	10.5170517
2.6962696	7.8047805	10.5010501
2.2562256	8.7288729	10.9850985
0.3160316	10.4970497	10.8130813
1.2881288	9.4889489	10.7770777
0.2840284	10.3130313	10.5970597
2.3322332	8.6728673	11.0051005
4.9004900	6.4806481	11.3811381
4.6884688	5.8965897	10.5850585
0.3880388	10.5370537	10.9250925
2.6562656	8.9128913	11.5691569
2.7402740	7.8607861	10.6010601
3.7243724	7.1847185	10.9090909
1.7921792	9.0929093	10.8850885
3.5923592	7.3567357	10.9490949
2.7562756	9.1809181	11.9371937
4.9404940	5.6765677	10.6170617
0.1680168	0.6000600	0.7680768
0.4600460	14.0894089	14.5494549
0.2320232	11.2131213	11.4451445
1.7521752	9.6049605	11.3571357
2.7042704	1.5761576	4.2804280
1.5281528	9.5289529	11.0571057
1.5161516	8.9888989	10.5050505
0.2320232	10.7450745	10.9770977
2.5162516	8.3448345	10.8610861
1.0321032	10.4850485	11.5171517
2.8322832	1.7921792	4.6244624
0.6960696	3.1843184	3.8803880
2.5682568	8.0048005	10.5730573
0.4800480	10.2570257	10.7370737
0.3920392	10.3770377	10.7690769
4.6484648	6.0366037	10.6850685
0.1200120	10.7010701	10.8210821
1.5041504	9.4249425	10.9290929
2.8682868	7.7287729	10.5970597
3.9163916	4.0924092	8.0088009
0.5120512	11.1051105	11.6171617
2.2962296	8.3288329	10.6250625
1.4041404	9.2209221	10.6250625
4.5524552	8.9248925	13.4773477
4.4004400	3.7443744	8.1448145
3.3963396	7.3487349	10.7450745
1.7881788	6.1006101	7.8887889
1.3361336	11.1651165	12.5012501
4.1204120	6.3846385	10.5050505
3.0763076	7.4287429	10.5050505
4.7884788	6.1446145	10.9330933
0.0840084	7.7287729	7.8127813
2.7402740	5.2205221	7.9607961
2.8482848	7.9727973	10.8210821
3.2083208	7.3887389	10.5970597
4.3164316	6.2686269	10.5850585
4.4124412	3.5043504	7.9167917
4.4084408	3.3843384	7.7927793
0.3960396	10.6090609	11.0051005
3.4163416	7.0967097	10.5130513
2.0962096	8.4448445	10.5410541
4.6244624	6.0606061	10.6850685
2.2362236	0.1720172	2.4082408
3.1683168	7.4047405	10.5730573
1.2041204	10.0570057	11.2611261
3.2963296	7.3247325	10.6210621
1.6121612	9.1409141	10.7530753
4.9124912	5.7005701	10.6130613
0.7440744	9.9209921	10.6650665
1.7041704	2.7922792	4.4964496
1.2201220	9.4249425	10.6450645
2.4722472	0.6600660	3.1323132
4.4364436	6.1046105	10.5410541
3.7283728	9.2409241	12.9692969
0.7120712	9.9649965	10.6770677
1.7721772	9.3689369	11.1411141
2.9282928	7.7927793	10.7210721
1.2161216	10.4130413	11.6291629
4.7684768	6.1046105	10.8730873
4.5444544	7.5207521	12.0652065
4.7044704	8.5568557	13.2613261
2.1242124	8.7688769	10.8930893
1.8601860	8.9048905	10.7650765
2.2842284	5.6085609	7.8927893
1.3281328	9.7209721	11.0491049
4.7684768	6.1886189	10.9570957
3.9283928	7.6487649	11.5771577
1.2801280	9.8729873	11.1531153
1.3481348	3.0883088	4.4364436
1.9001900	10.6330633	12.5332533
0.7000700	10.6210621	11.3211321
4.4084408	6.2966297	10.7050705
3.0963096	7.4247425	10.5210521
4.5964596	6.7446745	11.3411341
0.7120712	10.3610361	11.0731073
4.1284128	6.5726573	10.7010701
1.5881588	9.0209021	10.6090609
3.8083808	8.5368537	12.3452345
1.0401040	1.1921192	2.2322232
0.0160016	11.3291329	11.3451345
4.1684168	6.4366437	10.6050605
0.7480748	9.7689769	10.5170517
1.9001900	9.1369137	11.0371037
3.3403340	1.8761876	5.2165217
4.7124712	6.5966597	11.3091309
2.4682468	8.3248325	10.7930793
0.6760676	3.8123812	4.4884488
1.9961996	8.6488649	10.6450645
1.1361136	10.2770277	11.4131413
2.8082808	9.2369237	12.0452045
2.3962396	8.1168117	10.5130513
4.5844584	3.5763576	8.1608161
2.3682368	8.1448145	10.5130513
0.5040504	10.2530253	10.7570757
1.2241224	9.7529753	10.9770977
2.1362136	9.2689269	11.4051405
2.1642164	8.3808381	10.5450545
2.6362636	8.3688369	11.0051005
4.7484748	10.8890889	15.6375638
3.5723572	7.0327033	10.6050605
0.4280428	2.5762576	3.0043004
4.9364936	5.5805581	10.5170517
1.6641664	1.2401240	2.9042904
2.7202720	5.0605061	7.7807781
3.7563756	6.8526853	10.6090609
3.2283228	7.4767477	10.7050705
4.1364136	6.4646465	10.6010601
4.3164316	6.7966797	11.1131113
4.0404040	6.6646665	10.7050705
2.0522052	9.1729173	11.2251225
0.3920392	1.1441144	1.5361536
2.7522752	8.3088309	11.0611061
0.2400240	10.8050805	11.0451045
2.8522852	8.1208121	10.9730973
4.6964696	7.1127113	11.8091809
4.8564856	6.1686169	11.0251025
4.4924492	7.8607861	12.3532353
4.9284928	5.8565857	10.7850785
2.7762776	7.8447845	10.6210621
2.3802380	8.6088609	10.9890989
0.7560756	11.3971397	12.1532153
0.7200720	10.0650065	10.7850785
4.8004800	5.7325733	10.5330533
0.5760576	10.1010101	10.6770677
4.2884288	7.0487049	11.3371337
4.3764376	6.3286329	10.7050705
2.0802080	8.8288829	10.9090909
4.2604260	7.4767477	11.7371737
0.2480248	10.3290329	10.5770577
3.3643364	7.6567657	11.0211021
4.5204520	6.6486649	11.1691169
0.9560956	3.6683668	4.6244624
0.4240424	12.1692169	12.5932593
4.3124312	6.5566557	10.8690869
4.9084908	7.3127313	12.2212221
1.7121712	9.2569257	10.9690969
0.4640464	10.8610861	11.3251325
4.3364336	6.4886489	10.8250825
1.0921092	0.4440444	1.5361536
3.2523252	7.2567257	10.5090509
4.5684568	8.4888489	13.0573057
0.7120712	9.9049905	10.6170617
0.8040804	10.2930293	11.0971097
0.8800880	11.3331333	12.2132213
0.5960596	10.5410541	11.1371137
1.1161116	9.7969797	10.9130913
2.2842284	1.1721172	3.4563456
3.4323432	0.2440244	3.6763676
2.4882488	10.0250025	12.5132513
1.7961796	10.1010101	11.8971897
3.9043904	7.3687369	11.2731273
3.2563256	7.6047605	10.8610861
4.4564456	6.1246125	10.5810581
3.9203920	6.5886589	10.5090509
4.4044404	6.7566757	11.1611161
3.9803980	6.7166717	10.6970697
3.5843584	1.2401240	4.8244824
0.8240824	10.1690169	10.9930993
2.7962796	8.2568257	11.0531053
2.2162216	8.2928293	10.5090509
2.2882288	8.3488349	10.6370637
3.9923992	6.6566657	10.6490649
1.0281028	10.4490449	11.4771477
0.6320632	0.8200820	1.4521452
1.9321932	8.7888789	10.7210721
3.6923692	6.8366837	10.5290529
3.1883188	7.7087709	10.8970897
1.1921192	9.4489449	10.6410641
3.6883688	0.5920592	4.2804280
0.9240924	9.8929893	10.8170817
1.1121112	10.2650265	11.3771377
3.8843884	7.2167217	11.1011101
1.7041704	8.9128913	10.6170617
2.8442844	7.8367837	10.6810681
0.6960696	7.1207121	7.8167817
3.4163416	7.9527953	11.3691369
3.9043904	6.9446945	10.8490849
0.1200120	11.4891489	11.6091609
4.9404940	6.6086609	11.5491549
2.2562256	8.8408841	11.0971097
3.2883288	7.2327233	10.5210521
1.6401640	8.9968997	10.6370637
2.7762776	8.0568057	10.8330833
0.2360236	10.8890889	11.1251125
0.8200820	10.4650465	11.2851285
3.9963996	9.7049705	13.7013701
4.2684268	6.3406341	10.6090609
3.0923092	7.6527653	10.7450745
0.3880388	10.9450945	11.3331333
2.0002000	9.9889989	11.9891989
0.4600460	10.6090609	11.0691069
0.4240424	10.1970197	10.6210621
2.0682068	8.9448945	11.0131013
0.1360136	0.3160316	0.4520452
1.0961096	9.7209721	10.8170817
2.4962496	8.0368037	10.5330533
1.4841484	6.5046505	7.9887989
3.1003100	1.1121112	4.2124212
1.4881488	3.1683168	4.6564656
1.0681068	10.8690869	11.9371937
2.6202620	8.0808081	10.7010701
4.9364936	5.5845585	10.5210521
0.2400240	3.2403240	3.4803480
4.2724272	6.4646465	10.7370737
4.5284528	6.4006401	10.9290929
2.7642764	7.9527953	10.7170717
4.8164816	5.6925693	10.5090509
2.4082408	2.4802480	4.8884888
3.8643864	6.7526753	10.6170617
0.3600360	3.8363836	4.1964196
0.0160016	10.9130913	10.9290929
1.6521652	9.0449045	10.6970697
1.1601160	1.8881888	3.0483048
4.0364036	6.6366637	10.6730673
4.4724472	7.4407441	11.9131913
3.3843384	8.8648865	12.2492249
0.2560256	10.4930493	10.7490749
3.6483648	7.4367437	11.0851085
4.3044304	7.5007501	11.8051805
4.1724172	3.7203720	7.8927893
2.7522752	8.7368737	11.4891489
0.3680368	11.0131013	11.3811381
1.9281928	9.0449045	10.9730973
3.3963396	1.6081608	5.0045005
2.1082108	8.4888489	10.5970597
4.2044204	6.4046405	10.6090609
4.9044904	5.9285929	10.8330833
2.2522252	1.0601060	3.3123312
3.5443544	7.8287829	11.3731373
3.1843184	4.7884788	7.9727973
1.9761976	8.8848885	10.8610861
0.5560556	3.3363336	3.8923892
2.7362736	7.9247925	10.6610661
0.3360336	11.6051605	11.9411941
1.3001300	3.1883188	4.4884488
4.4364436	8.0768077	12.5132513
4.9004900	6.1246125	11.0251025
0.0200020	11.3691369	11.3891389
2.9362936	7.8567857	10.7930793
0.8920892	10.0850085	10.9770977
1.6601660	8.9888989	10.6490649
1.4881488	9.7489749	11.2371237
2.3282328	1.1681168	3.4963496
2.9842984	0.1120112	3.0963096
2.2162216	3.2323232	5.4485449
0.0360036	4.8804880	4.9164916
3.6883688	8.1288129	11.8171817
4.3164316	6.3806381	10.6970697
1.3641364	9.7849785	11.1491149
4.4564456	0.2320232	4.6884688
4.3604360	6.5526553	10.9130913
3.8803880	7.1927193	11.0731073
0.0320032	10.8170817	10.8490849
0.5600560	11.3171317	11.8771877
3.8763876	6.7126713	10.5890589
1.9801980	8.6808681	10.6610661
4.6844684	6.0366037	10.7210721
4.7244724	7.6127613	12.3372337
2.7082708	0.1880188	2.8962896
1.0241024	9.8489849	10.8730873
3.7683768	7.8487849	11.6171617
1.9241924	9.1809181	11.1051105
1.8281828	9.6969697	11.5251525
2.9802980	8.8328833	11.8131813
3.3603360	1.0801080	4.4404440
1.9201920	0.4760476	2.3962396
4.4244424	6.2886289	10.7130713
0.0440044	1.9561956	2.0002000
3.9603960	7.3967397	11.3571357
4.9644964	3.0723072	8.0368037
3.0043004	5.1885189	8.1928193
1.6601660	3.3963396	5.0565057
2.8162816	5.3245325	8.1408141
0.9160916	2.0202020	2.9362936
4.7204720	6.5886589	11.3091309
2.6962696	8.3288329	11.0251025
3.1363136	7.5207521	10.6570657
2.5362536	8.1128113	10.6490649
0.5880588	11.5371537	12.1252125
0.9880988	1.7881788	2.7762776
4.1844184	6.7726773	10.9570957
1.5601560	8.9888989	10.5490549
4.2004200	6.5886589	10.7890789
2.3162316	8.9368937	11.2531253
2.4722472	8.2448245	10.7170717
4.5164516	6.5246525	11.0411041
1.3361336	9.2009201	10.5370537
3.9163916	7.2127213	11.1291129
1.1241124	9.8449845	10.9690969
0.9640964	9.9569957	10.9210921
4.7084708	6.8366837	11.5451545
1.6961696	9.1969197	10.8930893
2.8042804	8.1888189	10.9930993
2.1562156	8.7848785	10.9410941
3.7683768	6.9166917	10.6850685
3.2603260	0.2560256	3.5163516
4.1364136	7.4167417	11.5531553
1.3241324	0.2240224	1.5481548
0.5480548	10.8290829	11.3771377
3.5763576	7.0167017	10.5930593
3.1323132	8.3648365	11.4971497
4.2884288	6.8566857	11.1451145
3.2163216	1.5481548	4.7644764
0.6400640	10.1250125	10.7650765
4.0364036	6.7886789	10.8250825
0.3480348	13.4013401	13.7493749
1.0561056	10.4890489	11.5451545
4.4564456	7.0287029	11.4851485
4.9044904	5.6165617	10.5210521
0.8880888	10.7010701	11.5891589
3.2883288	8.3288329	11.6171617
2.3882388	8.2928293	10.6810681
2.1162116	9.4569457	11.5731573
0.9800980	10.6530653	11.6331633
4.9444944	5.8165817	10.7610761
2.7202720	0.2080208	2.9282928
4.0724072	7.0887089	11.1611161
0.0520052	11.1691169	11.2211221
1.2601260	2.8402840	4.1004100
3.7043704	7.1647165	10.8690869
1.9481948	10.5370537	12.4852485
0.9160916	10.0770077	10.9930993
0.1800180	10.3490349	10.5290529
3.7203720	7.4607461	11.1811181
2.4802480	8.7848785	11.2651265
2.1482148	2.1922192	4.3404340
2.6482648	7.8647865	10.5130513
2.8722872	8.3048305	11.1771177
1.6081608	6.3726373	7.9807981
2.4402440	8.1888189	10.6290629
4.4804480	6.2366237	10.7170717
0.0960096	10.4370437	10.5330533
4.0604060	6.9206921	10.9810981
1.3721372	9.6729673	11.0451045
3.3003300	8.9408941	12.2412241
2.4402440	8.4688469	10.9090909
3.8563856	6.9366937	10.7930793
4.7364736	5.7885789	10.5250525
1.0481048	9.7609761	10.8090809
0.4320432	0.5360536	0.9680968
2.6082608	0.8440844	3.4523452
2.6242624	5.5125513	8.1368137
3.3323332	7.4287429	10.7610761
2.6082608	0.7080708	3.3163316
1.0441044	9.7129713	10.7570757
0.7320732	2.2762276	3.0083008
2.0002000	9.5209521	11.5211521
1.0321032	9.7009701	10.7330733
1.2081208	0.3640364	1.5721572
4.5284528	6.2046205	10.7330733
1.8761876	0.4920492	2.3682368
1.9361936	9.0489049	10.9850985
1.2601260	11.5731573	12.8332833
2.6162616	9.3369337	11.9531953
3.3763376	8.0608061	11.4371437
3.2083208	9.2769277	12.4852485
4.1164116	7.5327533	11.6491649
2.6162616	8.5088509	11.1251125
4.1764176	6.3566357	10.5330533
4.5804580	6.0086009	10.5890589
1.3121312	1.3961396	2.7082708
3.3523352	7.7127713	11.0651065
2.4322432	8.9288929	11.3611361
3.9963996	7.1687169	11.1651165
0.5920592	10.4690469	11.0611061
3.1323132	1.8321832	4.9644964
0.1320132	11.5211521	11.6531653
1.0561056	9.7609761	10.8170817
3.8963896	7.1247125	11.0211021
0.5120512	10.0650065	10.5770577
1.6001600	9.6929693	11.2931293
0.8080808	10.0410041	10.8490849
2.7882788	1.9521952	4.7404740
1.6441644	3.1523152	4.7964796
0.9280928	9.6729673	10.6010601
4.9884988	6.6486649	11.6371637
0.8880888	10.3050305	11.1931193
3.5643564	7.0727073	10.6370637
3.4723472	7.7807781	11.2531253
4.4604460	6.4326433	10.8930893
0.9040904	9.7129713	10.6170617
1.7321732	0.8480848	2.5802580
0.2560256	11.0971097	11.3531353
1.9081908	0.9000900	2.8082808
3.4043404	8.2088209	11.6131613
0.8360836	9.7889789	10.6250625
4.7524752	5.8885889	10.6410641
1.2521252	0.3920392	1.6441644
2.7962796	7.8007801	10.5970597
2.6442644	5.4565457	8.1008101
1.1761176	9.4249425	10.6010601
2.5162516	0.5400540	3.0563056
1.1721172	0.9720972	2.1442144
0.7280728	9.9009901	10.6290629
3.0243024	1.3721372	4.3964396
3.6003600	1.8481848	5.4485449
2.4922492	0.4640464	2.9562956
1.2721272	10.5930593	11.8651865
2.2642264	9.2249225	11.4891489
4.3404340	6.3766377	10.7170717
4.5564556	5.9885989	10.5450545
2.0322032	1.3961396	3.4283428
4.5404540	7.7887789	12.3292329
2.5442544	8.1328133	10.6770677
3.3483348	7.3527353	10.7010701
0.9640964	10.4730473	11.4371437
3.0683068	8.9208921	11.9891989
3.3403340	7.5807581	10.9210921
2.2282228	8.4128413	10.6410641
3.9163916	8.1968197	12.1132113
3.0363036	7.7847785	10.8210821
1.6841684	8.9048905	10.5890589
0.6680668	10.0570057	10.7250725
4.5044504	6.1006101	10.6050605
1.7001700	9.2609261	10.9610961
4.0164016	6.6086609	10.6250625
4.0524052	7.3127313	11.3651365
4.9644964	5.8885889	10.8530853
1.2401240	9.4769477	10.7170717
3.2683268	0.0720072	3.3403340
2.7682768	1.1241124	3.8923892
4.6164616	6.2406241	10.8570857
3.2323232	4.6244624	7.8567857
1.5281528	2.7282728	4.2564256
2.8042804	1.2641264	4.0684068
4.2444244	6.2766277	10.5210521
1.3881388	9.4009401	10.7890789
3.8123812	6.7526753	10.5650565
0.6200620	3.1963196	3.8163816
4.7564756	5.9165917	10.6730673
2.3362336	1.1321132	3.4683468
1.2481248	9.6289629	10.8770877
0.7520752	2.4642464	3.2163216
3.1763176	8.1168117	11.2931293
1.8641864	9.7569757	11.6211621
1.3841384	10.1890189	11.5731573
4.7724772	6.6366637	11.4091409
2.3922392	9.5929593	11.9851985
0.8400840	10.7850785	11.6251625
2.9442944	7.7287729	10.6730673
0.0840084	12.5492549	12.6332633
2.1522152	8.8088809	10.9610961
0.0640064	11.3331333	11.3971397
4.6084608	6.6446645	11.2531253
1.2641264	9.9009901	11.1651165
4.8084808	6.1206121	10.9290929
3.6203620	7.4807481	11.1011101
1.8721872	9.3969397	11.2691269
2.2922292	9.2929293	11.5851585
3.5123512	10.9610961	14.4734473
2.8082808	7.8527853	10.6610661
3.2883288	1.4721472	4.7604760
0.1000100	10.5050505	10.6050605
3.9163916	6.8526853	10.7690769
2.2682268	1.4561456	3.7243724
0.0960096	10.6970697	10.7930793
3.9283928	8.3088309	12.2372237
4.0204020	7.8527853	11.8731873
2.9362936	7.9247925	10.8610861
1.4721472	9.9649965	11.4371437
4.5564556	6.0566057	10.6130613
1.4921492	1.3161316	2.8082808
4.6844684	6.0126013	10.6970697
3.8243824	6.6806681	10.5050505
3.6323632	8.6728673	12.3052305
0.3400340	10.1690169	10.5090509
4.6164616	5.9845985	10.6010601
1.9641964	10.2290229	12.1932193
2.4562456	9.8089809	12.2652265
0.0880088	4.5884588	4.6764676
2.9242924	8.1688169	11.0931093
2.1762176	0.2560256	2.4322432
4.8924892	5.6685669	10.5610561
1.0081008	10.0810081	11.0891089
2.4682468	8.5688569	11.0371037
2.1602160	10.1250125	12.2852285
0.6040604	9.8969897	10.5010501
4.0484048	6.9406941	10.9890989
4.5764576	7.2847285	11.8611861
0.0800080	10.7210721	10.8010801
3.6203620	6.9646965	10.5850585
1.9641964	0.5920592	2.5562556
0.6000600	1.4081408	2.0082008
1.0481048	10.0050005	11.0531053
4.3724372	6.6206621	10.9930993
4.8204820	6.1526153	10.9730973
3.8363836	6.9646965	10.8010801
4.1924192	6.4966497	10.6890689
1.6641664	9.3569357	11.0211021
0.7840784	11.7371737	12.5212521
4.1284128	7.1647165	11.2931293
2.0282028	8.7368737	10.7650765
0.7640764	10.0250025	10.7890789
1.6481648	10.3570357	12.0052005
4.1764176	7.3447345	11.5211521
2.1522152	9.0329033	11.1851185
0.4200420	4.7244724	5.1445145
1.6081608	9.1769177	10.7850785
4.8244824	6.7326733	11.5571557
4.2284228	7.8847885	12.1132113
4.9164916	5.6405641	10.5570557
2.2442244	8.4328433	10.6770677
2.3602360	2.5722572	4.9324932
2.2802280	1.5001500	3.7803780
3.9163916	6.9966997	10.9130913
0.5440544	12.0652065	12.6092609
0.4000400	10.1570157	10.5570557
4.2244224	7.1127113	11.3371337
2.2362236	8.4368437	10.6730673
0.5800580	11.0171017	11.5971597
2.4922492	8.8488849	11.3411341
3.4443444	7.7287729	11.1731173
2.0122012	8.7128713	10.7250725
1.6681668	9.5049505	11.1731173
4.1564156	6.3486349	10.5050505
2.9042904	1.3961396	4.3004300
1.5361536	9.0769077	10.6130613
0.1920192	3.3043304	3.4963496
1.6401640	8.9088909	10.5490549
0.6000600	0.8880888	1.4881488
1.1521152	9.9369937	11.0891089
3.6363636	7.1167117	10.7530753
4.2164216	6.6046605	10.8210821
1.6641664	9.0529053	10.7170717
3.0763076	7.6207621	10.6970697
0.2080208	10.5770577	10.7850785
1.5321532	9.5329533	11.0651065
4.2164216	7.0847085	11.3011301
4.7604760	5.7605761	10.5210521
4.9524952	5.9045905	10.8570857
1.4201420	9.3689369	10.7890789
0.3320332	11.0611061	11.3931393
1.4321432	9.9809981	11.4131413
1.3121312	9.5729573	10.8850885
2.5242524	8.1848185	10.7090709
0.1160116	11.7931793	11.9091909
4.0724072	6.7326733	10.8050805
4.1884188	6.8766877	11.0651065
4.5204520	6.4486449	10.9690969
4.9084908	6.2806281	11.1891189
3.4963496	7.2807281	10.7770777
0.2280228	1.7681768	1.9961996
2.9922992	8.0208021	11.0131013
2.5202520	8.1408141	10.6610661
0.4600460	7.5327533	7.9927993
4.3764376	6.1686169	10.5450545
4.9604960	6.7366737	11.6971697
0.0560056	12.0692069	12.1252125
2.0362036	9.1929193	11.2291229
2.4522452	10.0610061	12.5132513
0.7640764	1.4601460	2.2242224
0.5640564	1.6281628	2.1922192
