# X(mm) 	 Y(mm) 	 Z(mm) 	 color
-1.57687	-1.11861	56.1397	2
-1.63582	-3.02481	57.5441	2
-1.69478	-4.93101	58.9485	2
-1.75374	-6.83721	60.3529	2
-1.81269	-8.74342	61.7573	2
-1.87165	-10.6496	63.1617	2
-1.9306	-12.5558	64.5661	2
-1.98956	-14.462	65.9705	2
-2.04852	-16.3682	67.3749	2
-2.10747	-18.2744	68.7793	2
-2.16643	-20.1806	70.1837	2
-2.22538	-22.0868	71.5881	2
-2.28434	-23.993	72.9925	2
-2.3433	-25.8992	74.3969	2
-2.40225	-27.8054	75.8013	2
-2.46121	-29.7116	77.2057	2
-2.52016	-31.6178	78.6101	2
-1	1.4	35.0243	-2
-0.396325	1.60763	37.305	-2
0.207351	1.81526	39.5858	-2
0.811026	2.02289	41.8665	-2
1.4147	2.23053	44.1473	-2
2.01838	2.43816	46.4281	-2
2.62205	2.64579	48.7088	-2
3.22573	2.85342	50.9896	-2
3.8294	3.06105	53.2704	-2
4.43308	3.26868	55.5511	-2
5.03675	3.47632	57.8319	-2
5.64043	3.68395	60.1127	-2
6.24411	3.89158	62.3934	-2
6.84778	4.09921	64.6742	-2
7.45146	4.30684	66.9549	-2
8.05513	4.51447	69.2357	-2
8.65881	4.72211	71.5165	-2
9.26248	4.92974	73.7972	-2
9.86616	5.13737	76.078	-2
10.4698	5.345	78.3588	-2
-3.8	-2.2	44.608	2
-3.90391	-1.64505	42.3079	2
-4.00782	-1.09009	40.0077	2
-4.11173	-0.535142	37.7076	2
-4.21563	0.0198111	35.4074	2
-4.31954	0.574764	33.1073	2
-4.42345	1.12972	30.8072	2
-4.52736	1.68467	28.507	2
-4.63127	2.23962	26.2069	2
-4.73518	2.79457	23.9067	2
-4.83908	3.34953	21.6066	2
-4.94299	3.90448	19.3064	2
-5.0469	4.45943	17.0063	2
-5.15081	5.01439	14.7062	2
-5.25472	5.56934	12.406	2
-5.35863	6.12429	10.1059	2
-5.46253	6.67924	7.80574	2
-5.56644	7.2342	5.5056	2
-5.67035	7.78915	3.20546	2
-5.77426	8.3441	0.90532	2
2.2	4.6	43.7368	2
2.75644	2.36591	44.2923	2
3.31288	0.131826	44.8479	2
3.86933	-2.10226	45.4034	2
4.42577	-4.33635	45.959	2
4.98221	-6.57043	46.5145	2
5.53865	-8.80452	47.0701	2
6.09509	-11.0386	47.6257	2
6.65154	-13.2727	48.1812	2
7.20798	-15.5068	48.7368	2
7.76442	-17.7409	49.2923	2
8.32086	-19.975	49.8479	2
8.87731	-22.209	50.4035	2
9.43375	-24.4431	50.959	2
9.99019	-26.6772	51.5146	2
10.5466	-28.9113	52.0701	2
11.1031	-31.1454	52.6257	2
11.6595	-33.3795	53.1813	2
12.216	-35.6136	53.7368	2
12.7724	-37.8477	54.2924	2
-5	-3	32.9333	2
-4.82158	-5.10005	31.8528	2
-4.64315	-7.2001	30.7724	2
-4.46473	-9.30015	29.6919	2
-4.2863	-11.4002	28.6115	2
-4.10788	-13.5003	27.531	2
-3.92945	-15.6003	26.4506	2
-3.75103	-17.7004	25.3701	2
-3.57261	-19.8004	24.2897	2
-3.39418	-21.9005	23.2092	2
-3.21576	-24.0005	22.1288	2
-3.03733	-26.1006	21.0483	2
-2.85891	-28.2006	19.9679	2
-2.68048	-30.3007	18.8874	2
-2.50206	-32.4007	17.807	2
-2.32364	-34.5008	16.7265	2
-2.14521	-36.6008	15.6461	2
-1.96679	-38.7009	14.5656	2
-1.78836	-40.8009	13.4852	2
-1.60994	-42.901	12.4047	2
